Year,Is_Forecast,State,Region,Tier,Market_Tier,State_Population,State_Demand,State_Demand_M,State_Revenue,State_Revenue_Cr,State_Patients,State_Prevalence,State_Diagnosis_Rate,State_Treatment_Rate,State_Healthcare_Score,State_Hospitals,State_Priority_Score,Treatment_Gap_M,Opportunity_Cr
2012.0,0.0,Bihar,East,Rural,Tier-4 (Emerging),109493916.73876779,30495934.648560278,30.49593464856028,387484151.2705944,38.748415127059445,83550.5058864665,0.062,0.4343385416666667,0.5352821180555556,0.0811284722222222,1039.0,39.25344053749386,3.835382709550229,1679.8976267830003
2012.0,0.0,Karnataka,South,Mixed,Tier-3 (Mid),57273741.06335545,29587867.115600664,29.587867115600663,375946161.65459657,37.594616165459655,81062.64963178262,0.115,0.5516099877450981,0.633008323120915,0.4720332924836601,2226.0,48.86700994464744,3.1554661681489002,1382.0941816492184
2012.0,0.0,Gujarat,West,Mixed,Tier-3 (Mid),60642784.65531754,26969605.72890045,26.96960572890045,342678291.5951361,34.26782915951361,73889.33076411081,0.099,0.6470638020833335,0.7125531684027778,0.7902126736111112,3807.0,54.29064101942651,2.381737341599029,1043.2009556203743
2012.0,0.0,Andhra Pradesh,South,Mixed,Tier-4 (Emerging),44639827.593497634,24264321.203624945,24.264321203624945,308304697.53080916,30.830469753080916,66477.59233869847,0.121,0.5198663522012579,0.6065552935010482,0.3662211740041928,1380.0,38.963381603502974,2.7222981934838946,1192.366608745946
2012.0,0.0,Rajasthan,North,Rural,Tier-4 (Emerging),69065393.63522275,21097435.682428304,21.097435682428305,268065958.74501672,26.80659587450167,57801.193650488494,0.068,0.4663382876016261,0.561948573001355,0.18779429200542,1209.0,30.31618919874966,2.5511535794519737,1117.4052677999643
2012.0,0.0,Madhya Pradesh,Central,Rural,Tier-4 (Emerging),73276698.12517536,18762945.399777967,18.76294539977797,238403710.44055554,23.840371044055555,51405.32986240538,0.057,0.4454340277777778,0.5445283564814815,0.1181134259259259,899.0,25.6744560197042,2.328836134982521,1020.0302271223442
2012.0,0.0,Telangana,South,Mixed,Tier-4 (Emerging),32848175.021630336,16674390.073970862,16.674390073970862,211866334.3237605,21.186633432376052,45683.26047663249,0.113,0.5392534722222223,0.6227112268518519,0.4308449074074074,1175.0,30.647444026542694,1.814822437720899,794.8922277217538
2012.0,0.0,Punjab,North,Mixed,Tier-4 (Emerging),26110087.837706164,15365259.380620755,15.365259380620754,195232399.29403028,19.52323992940303,42096.60104279658,0.131,0.5800789650537636,0.6567324708781362,0.5669298835125449,1201.0,32.22555894507172,1.5586396216876537,682.6841542991922
2012.0,0.0,Delhi,North,Urban,Tier-4 (Emerging),17687478.85780095,14222607.73497991,14.222607734979912,180713762.3605663,18.07137623605663,38966.04858898605,0.179,0.5322135416666667,0.6168446180555556,0.4073784722222222,601.5,26.848598197312747,1.5654667629441257,685.674442169527
2012.0,0.0,Odisha,East,Rural,Tier-4 (Emerging),39586262.20555451,13515071.782215547,13.515071782215546,171723745.45143464,17.172374545143466,37027.59392387821,0.076,0.4688630319148937,0.5640525265957447,0.1962101063829787,718.0,20.96625809251514,1.628948825035655,713.4795853656169
2012.0,0.0,Assam,Northeast,Rural,Tier-4 (Emerging),30321392.32765877,12395121.824898694,12.395121824898693,157493558.25837064,15.749355825837064,33959.237876434774,0.091,0.4205512152777778,0.5237926793981482,0.0351707175925925,183.0,15.870688596434556,1.5837015393691563,693.6612742436905
2012.0,0.0,Haryana,North,Mixed,Tier-4 (Emerging),25267826.939715642,11918386.370094897,11.918386370094897,151436113.70997176,15.143611370997176,32653.11334272574,0.105,0.6601371527777778,0.7234476273148148,0.8337905092592593,1669.0,33.84986007010441,1.020296695114452,446.88995246013
2012.0,0.0,Jharkhand,East,Rural,Tier-4 (Emerging),32848175.021630336,9739024.29099183,9.73902429099183,123744938.63157693,12.374493863157692,26682.258331484463,0.066,0.4545486111111111,0.5521238425925926,0.1484953703703704,478.0,15.139472088583814,1.1953665832594764,523.5705634676506
2012.0,0.0,Chhattisgarh,Central,Rural,Tier-4 (Emerging),25267826.939715642,6924014.938817035,6.924014938817035,87977170.82198359,8.797717082198359,18969.90394196448,0.061,0.4667621527777778,0.5623017939814815,0.1892071759259259,445.0,12.503386550951324,0.8368115271663487,366.5234488988607
2012.0,0.0,Uttarakhand,North,Mixed,Tier-5 (Small),10107130.775886256,3586866.7551904637,3.5868667551904636,45575058.9831915,4.55750589831915,9827.03220600127,0.079,0.5504947916666667,0.6320789930555556,0.4683159722222222,390.0,14.142192710128484,0.3832452676502549,167.86142723081167
2012.0,0.0,Himachal Pradesh,North,Rural,Tier-5 (Small),6316956.734928911,2326923.053209004,2.326923053209004,29566098.39099449,2.956609839099449,6375.131652627407,0.082,0.702951388888889,0.7591261574074075,0.9765046296296298,485.0,22.993292088999933,0.17782734363456063,77.88837651193755
2012.0,0.0,Goa,West,Urban,Tier-5 (Small),1347617.4367848341,1598198.8580089158,1.5981988580089157,20306861.724156212,2.030686172415621,4378.627008243604,0.264,0.6452864583333334,0.7110720486111112,0.7842881944444445,84.0,17.96343892123403,0.14172195772491317,62.07421748351197
2012.0,0.0,Puducherry,South,Urban,Tier-5 (Small),1347617.4367848341,1592145.0744558517,1.5921450744558516,20229941.793382894,2.0229941793382893,4362.041299879045,0.263,0.5356835937500001,0.619736328125,0.4189453125,47.0,10.477348359304504,0.1742830719141174,76.33598549838342
2012.0,0.0,Tripura,Northeast,Rural,Tier-5 (Small),3537495.77156019,1493771.0917185606,1.4937710917185605,18979992.91831646,1.8979992918316462,4092.52353895496,0.094,0.4427256944444445,0.5422714120370371,0.1090856481481481,41.0,4.034540628752206,0.18601079292668424,81.4727273018877
2012.0,0.0,Manipur,Northeast,Rural,Tier-5 (Small),2695234.8735696683,1029143.2040208927,1.0291432040208928,13076388.23146423,1.3076388231464229,2819.5704219750482,0.085,0.4245996093750001,0.5271663411458334,0.0486653645833333,19.0,2.2357054743582765,0.1308925292571869,57.330927814647865
2012.0,0.0,Chandigarh,North,Urban,Tier-5 (Small),1010713.0775886257,930769.2212836015,0.9307692212836015,11826439.356397795,1.1826439356397795,2550.052661050963,0.205,0.6334375000000001,0.7011979166666666,0.7447916666666667,60.0,16.2107790974374,0.08477594575976562,37.13186424277733
2012.0,0.0,Meghalaya,Northeast,Rural,Tier-5 (Small),2947913.142966825,913742.9550406088,0.9137429550406088,11610102.051097834,1.1610102051097835,2503.4053562756403,0.069,0.4804166666666667,0.5736805555555555,0.2347222222222222,62.0,5.855243477697547,0.10846355850434028,47.50703862490104
2012.0,0.0,Nagaland,Northeast,Rural,Tier-5 (Small),1937200.065378199,652673.5393147205,0.6526735393147205,8292930.0364984535,0.8292930036498454,1788.1466830540287,0.075,0.4253079710144928,0.5277566425120773,0.0510265700483091,14.0,1.8214774555411104,0.08294409852600391,36.32951515438972
2012.0,0.0,Mizoram,Northeast,Rural,Tier-5 (Small),1094939.1673876778,457439.0197284041,0.4574390197284041,5812262.269058916,0.5812262269058915,1253.2575882969975,0.093,0.7100000000000001,0.765,1.0,86.0,20.684493104728272,0.03424456229999999,14.999118287399996
2012.0,0.0,Arunachal Pradesh,Northeast,Rural,Tier-5 (Small),1347617.4367848341,435872.4158206134,0.43587241582061337,5538235.015678967,0.5538235015678967,1194.1710022482557,0.072,0.4260807291666667,0.528400607638889,0.0536024305555555,10.0,1.6071924423969832,0.055343506632096355,24.2404559048582
2012.0,0.0,Sikkim,Northeast,Rural,Tier-5 (Small),589582.628593365,378739.83353857114,0.37873983353857116,4812303.169005768,0.4812303169005768,1037.643379557729,0.143,0.41,0.515,0.0,2.0,0.4605232547748404,0.048957608699999995,21.4434326106
2013.0,0.0,Maharashtra,West,Mixed,Tier-3 (Mid),107461039.17264767,66872091.73168039,66.8720917316804,874323755.3186505,87.43237553186505,183211.2102237819,0.118,0.5772771990740742,0.6543976658950618,0.557590663580247,4807.0,87.47099874188623,5.735826282487743,2512.291911729631
2013.0,0.0,West Bengal,East,Mixed,Tier-3 (Mid),84433673.63565174,61002567.941672124,61.002567941672126,797582263.4777278,79.75822634777278,167130.32312786885,0.137,0.4521843434343435,0.5501536195286195,0.1406144781144781,1164.0,66.84133675648208,6.317130968899253,2766.9033643778725
2013.0,0.0,Tamil Nadu,South,Mixed,Tier-3 (Mid),66523500.44021046,52272494.62641846,52.27249462641846,683440320.4407692,68.34403204407693,143212.31404498208,0.149,0.5422309027777779,0.6251924189814815,0.4407696759259259,2399.0,67.03248126437484,4.762937769385496,2086.166742990847
2013.0,0.0,Uttar Pradesh,North,Rural,Tier-3 (Mid),204687693.66218603,51813727.24972815,51.81372724972815,677442134.8715936,67.74421348715936,141955.4171225429,0.048,0.4588233506944445,0.5556861255787038,0.1627445023148148,3158.0,57.86714121698451,5.321361053434642,2330.756141404373
2013.0,0.0,Kerala,South,Urban,Tier-3 (Mid),30703154.049327906,41289063.90212712,41.28906390212712,539836701.2258011,53.98367012258011,113120.72301952635,0.255,0.5136313657407408,0.6013594714506173,0.3454378858024691,890.0,52.009646869954,3.933595173780457,1722.91468611584
2013.0,0.0,Bihar,East,Rural,Tier-4 (Emerging),110872500.7336841,36251618.19729244,36.25161819729244,473974271.4466185,47.39742714466185,99319.50191039026,0.062,0.4343385416666667,0.5352821180555556,0.0811284722222222,1039.0,39.25344053749386,3.835382709550229,1679.8976267830003
2013.0,0.0,Karnataka,South,Mixed,Tier-3 (Mid),57994846.537619375,35172165.54625644,35.17216554625644,459860893.63679355,45.986089363679355,96362.09738700393,0.115,0.5516099877450981,0.633008323120915,0.4720332924836601,2226.0,48.86700994464744,3.1554661681489002,1382.0941816492184
2013.0,0.0,Gujarat,West,Mixed,Tier-3 (Mid),61406308.09865581,32059743.735769294,32.059743735769295,419167320.95179856,41.91673209517985,87834.91434457341,0.099,0.6470638020833335,0.7125531684027778,0.7902126736111112,3807.0,54.29064101942651,2.381737341599029,1043.2009556203743
2013.0,0.0,Andhra Pradesh,South,Mixed,Tier-4 (Emerging),45201865.68373275,28843874.37955787,28.84387437955787,377121216.2266953,37.71212162266953,79024.3133686517,0.121,0.5198663522012579,0.6065552935010482,0.3662211740041928,1380.0,38.963381603502974,2.7222981934838946,1192.366608745946
2013.0,0.0,Rajasthan,North,Rural,Tier-4 (Emerging),69934962.0012469,25079283.25906981,25.07928325906981,327900811.11493117,32.790081111493116,68710.36509334196,0.068,0.4663382876016261,0.561948573001355,0.18779429200542,1209.0,30.31618919874966,2.5511535794519737,1117.4052677999643
2013.0,0.0,Madhya Pradesh,Central,Rural,Tier-4 (Emerging),74199288.95254244,22304190.402031414,22.304190402031413,291617668.9955063,29.161766899550628,61107.370964469636,0.057,0.4454340277777778,0.5445283564814815,0.1181134259259259,899.0,25.6744560197042,2.328836134982521,1020.0302271223442
2013.0,0.0,Telangana,South,Mixed,Tier-4 (Emerging),33261750.22010523,19821449.304648608,19.821449304648606,259156900.03290913,25.915690003290912,54305.34056068112,0.113,0.5392534722222223,0.6227112268518519,0.4308449074074074,1175.0,30.647444026542694,1.814822437720899,794.8922277217538
2013.0,0.0,Punjab,North,Mixed,Tier-4 (Emerging),26438827.098032363,18265238.399405036,18.265238399405035,238810113.69041163,23.88101136904116,50041.74903946586,0.131,0.5800789650537636,0.6567324708781362,0.5669298835125449,1201.0,32.22555894507172,1.5586396216876537,682.6841542991922
2013.0,0.0,Delhi,North,Urban,Tier-4 (Emerging),17910173.195441276,16906927.146851398,16.906927146851398,221050779.946382,22.105077994638197,46320.348347538085,0.179,0.5322135416666667,0.6168446180555556,0.4073784722222222,601.5,26.848598197312747,1.5654667629441257,685.674442169527
2013.0,0.0,Odisha,East,Rural,Tier-4 (Emerging),40084673.3421781,16065853.622919181,16.06585362291918,210054106.40289342,21.00541064028934,44016.03732306625,0.076,0.4688630319148937,0.5640525265957447,0.1962101063829787,718.0,20.96625809251514,1.628948825035655,713.4795853656169
2013.0,0.0,Assam,Northeast,Rural,Tier-4 (Emerging),30703154.049327906,14734528.686641444,14.734528686641443,192647607.10410944,19.264760710410943,40368.57174422313,0.091,0.4205512152777778,0.5237926793981482,0.0351707175925925,183.0,15.870688596434556,1.5837015393691563,693.6612742436905
2013.0,0.0,Haryana,North,Mixed,Tier-4 (Emerging),25585961.707773253,14167816.044847542,14.167816044847543,185238083.75395137,18.523808375395138,38815.93436944532,0.105,0.6601371527777778,0.7234476273148148,0.8337905092592593,1669.0,33.84986007010441,1.020296695114452,446.88995246013
2013.0,0.0,Jharkhand,East,Rural,Tier-4 (Emerging),33261750.22010523,11577129.682361135,11.577129682361136,151365977.0103717,15.136597701037172,31718.163513318177,0.066,0.4545486111111111,0.5521238425925926,0.1484953703703704,478.0,15.139472088583814,1.1953665832594764,523.5705634676506
2013.0,0.0,Chhattisgarh,Central,Rural,Tier-4 (Emerging),25585961.707773253,8230826.464149524,8.230826464149525,107614505.79991461,10.761450579991461,22550.209490820616,0.061,0.4667621527777778,0.5623017939814815,0.1892071759259259,445.0,12.503386550951324,0.8368115271663487,366.5234488988607
2013.0,0.0,Uttarakhand,North,Mixed,Tier-5 (Small),10234384.683109302,4263837.971592212,4.263837971592212,55747842.34880822,5.5747842348808225,11681.747867375925,0.079,0.5504947916666667,0.6320789930555556,0.4683159722222222,390.0,14.142192710128484,0.3832452676502549,167.86142723081167
2013.0,0.0,Himachal Pradesh,North,Rural,Tier-5 (Small),6396490.426943313,2766097.418279758,2.766097418279758,36165530.637676224,3.6165530637676224,7578.349091177421,0.082,0.702951388888889,0.7591261574074075,0.9765046296296298,485.0,22.993292088999933,0.17782734363456063,77.88837651193755
2013.0,0.0,Goa,West,Urban,Tier-5 (Small),1364584.6244145734,1899836.6658233656,1.8998366658233656,24839544.945291765,2.4839544945291765,5205.031961159906,0.264,0.6452864583333334,0.7110720486111112,0.7842881944444445,84.0,17.96343892123403,0.14172195772491317,62.07421748351197
2013.0,0.0,Puducherry,South,Urban,Tier-5 (Small),1364584.6244145734,1892640.314816459,1.892640314816459,24745455.759892937,2.4745455759892936,5185.315931003997,0.263,0.5356835937500001,0.619736328125,0.4189453125,47.0,10.477348359304504,0.1742830719141174,76.33598549838342
2013.0,0.0,Tripura,Northeast,Rural,Tier-5 (Small),3582034.6390882554,1775699.6109542253,1.7756996109542253,23216506.497161906,2.3216506497161906,4864.93044097048,0.094,0.4427256944444445,0.5422714120370371,0.1090856481481481,41.0,4.034540628752206,0.18601079292668424,81.4727273018877
2013.0,0.0,Manipur,Northeast,Rural,Tier-5 (Small),2729169.248829147,1223379.671174137,1.223379671174137,15995161.517801518,1.5995161517801517,3351.725126504485,0.085,0.4245996093750001,0.5271663411458334,0.0486653645833333,19.0,2.2357054743582765,0.1308925292571869,57.330927814647865
2013.0,0.0,Chandigarh,North,Urban,Tier-5 (Small),1023438.4683109302,1106438.9673119034,1.1064389673119033,14466212.255070489,1.446621225507049,3031.339636470968,0.205,0.6334375000000001,0.7011979166666666,0.7447916666666667,60.0,16.2107790974374,0.08477594575976562,37.13186424277733
2013.0,0.0,Meghalaya,Northeast,Rural,Tier-5 (Small),2985028.86590688,1086199.2301049782,1.086199230104978,14201586.421136273,1.4201586421136274,2975.8883016574746,0.069,0.4804166666666667,0.5736805555555555,0.2347222222222222,62.0,5.855243477697547,0.10846355850434028,47.50703862490104
2013.0,0.0,Nagaland,Northeast,Rural,Tier-5 (Small),1961590.3975959495,775856.5929321273,0.7758565929321273,10143990.300811624,1.0143990300811625,2125.6345011839103,0.075,0.4253079710144928,0.5277566425120773,0.0510265700483091,14.0,1.8214774555411104,0.08294409852600391,36.32951515438972
2013.0,0.0,Mizoram,Northeast,Rural,Tier-5 (Small),1108725.007336841,543774.2729593866,0.5437742729593866,7109614.071699277,0.7109614071699276,1489.7925286558536,0.093,0.7100000000000001,0.765,1.0,86.0,20.684493104728272,0.03424456229999999,14.999118287399996
2013.0,0.0,Arunachal Pradesh,Northeast,Rural,Tier-5 (Small),1364584.6244145734,518137.27249728155,0.5181372724972816,6774421.348715936,0.6774421348715935,1419.554171225429,0.072,0.4260807291666667,0.528400607638889,0.0536024305555555,10.0,1.6071924423969832,0.055343506632096355,24.2404559048582
2013.0,0.0,Sikkim,Northeast,Rural,Tier-5 (Small),597005.7731813759,450221.7098695996,0.4502217098695996,5886454.6615144545,0.5886454661514454,1233.48413662904,0.143,0.41,0.515,0.0,2.0,0.4605232547748404,0.048957608699999995,21.4434326106
2014.0,0.0,Maharashtra,West,Mixed,Tier-3 (Mid),108787415.19105256,82140633.66134207,82.14063366134206,1105098002.5401585,110.50980025401586,225042.8319488824,0.118,0.5772771990740742,0.6543976658950618,0.557590663580247,4807.0,87.47099874188623,5.735826282487743,2512.291911729631
2014.0,0.0,West Bengal,East,Mixed,Tier-3 (Mid),85475826.22154129,74930953.34603058,74.93095334603058,1008100901.8329412,100.81009018329412,205290.2831398098,0.137,0.4521843434343435,0.5501536195286195,0.1406144781144781,1164.0,66.84133675648208,6.317130968899253,2766.9033643778725
2014.0,0.0,Tamil Nadu,South,Mixed,Tier-3 (Mid),67344590.35636586,64207589.75061324,64.20758975061324,863831650.8959997,86.38316508959997,175911.20479620068,0.149,0.5422309027777779,0.6251924189814815,0.4407696759259259,2399.0,67.03248126437484,4.762937769385496,2086.166742990847
2014.0,0.0,Uttar Pradesh,North,Rural,Tier-3 (Mid),207214124.17343342,63644074.5075774,63.6440745075774,856250268.3119872,85.62502683119871,174367.32741802026,0.048,0.4588233506944445,0.5556861255787038,0.1627445023148148,3158.0,57.86714121698451,5.321361053434642,2330.756141404373
2014.0,0.0,Kerala,South,Urban,Tier-3 (Mid),31082118.626015015,50716371.87322573,50.71637187322573,682324432.5611148,68.23244325611148,138948.9640362349,0.255,0.5136313657407408,0.6013594714506173,0.3454378858024691,890.0,52.009646869954,3.933595173780457,1722.91468611584
2014.0,0.0,Bihar,East,Rural,Tier-4 (Emerging),112240983.92727645,44528753.51832238,44.528753518322375,599077878.6974494,59.90778786974494,121996.58498170516,0.062,0.4343385416666667,0.5352821180555556,0.0811284722222222,1039.0,39.25344053749386,3.835382709550229,1679.8976267830003
2014.0,0.0,Karnataka,South,Mixed,Tier-3 (Mid),58710668.51580614,43202835.299414515,43.20283529941452,581239331.4409497,58.12393314409497,118363.93232716306,0.115,0.5516099877450981,0.633008323120915,0.4720332924836601,2226.0,48.86700994464744,3.1554661681489002,1382.0941816492184
2014.0,0.0,Gujarat,West,Mixed,Tier-3 (Mid),62164237.25203003,39379771.10156351,39.37977110156351,529804853.5180421,52.98048535180421,107889.78383990005,0.099,0.6470638020833335,0.7125531684027778,0.7902126736111112,3807.0,54.29064101942651,2.381737341599029,1043.2009556203743
2014.0,0.0,Andhra Pradesh,South,Mixed,Tier-4 (Emerging),45759785.75496655,35429639.74106718,35.42963974106718,476660848.14972,47.666084814972,97067.50613991008,0.121,0.5198663522012579,0.6065552935010482,0.3662211740041928,1380.0,38.963381603502974,2.7222981934838946,1192.366608745946
2014.0,0.0,Rajasthan,North,Rural,Tier-4 (Emerging),70798159.09258975,30805499.95262601,30.805499952626008,414448914.59267724,41.44489145926772,84398.63000719456,0.068,0.4663382876016261,0.561948573001355,0.18779429200542,1209.0,30.31618919874966,2.5511535794519737,1117.4052677999643
2014.0,0.0,Madhya Pradesh,Central,Rural,Tier-4 (Emerging),75115120.01286961,27396785.198183708,27.396785198183707,368588982.68742573,36.85889826874257,75059.68547447592,0.057,0.4454340277777778,0.5445283564814815,0.1181134259259259,899.0,25.6744560197042,2.328836134982521,1020.0302271223442
2014.0,0.0,Telangana,South,Mixed,Tier-4 (Emerging),33672295.17818293,24347173.294695623,24.347173294695622,327560323.9974764,32.75603239974764,66704.58436902911,0.113,0.5392534722222223,0.6227112268518519,0.4308449074074074,1175.0,30.647444026542694,1.814822437720899,794.8922277217538
2014.0,0.0,Punjab,North,Mixed,Tier-4 (Emerging),26765157.70573515,22435641.195770122,22.43564119577012,301843085.0360226,30.18430850360226,61467.5101253976,0.131,0.5800789650537636,0.6567324708781362,0.5669298835125449,1201.0,32.22555894507172,1.5586396216876537,682.6841542991922
2014.0,0.0,Delhi,North,Urban,Tier-4 (Emerging),18131235.865175426,20767194.103644397,20.767194103644396,279396246.4049271,27.939624640492706,56896.42220176547,0.179,0.5322135416666667,0.6168446180555556,0.4073784722222222,601.5,26.848598197312747,1.5654667629441257,685.674442169527
2014.0,0.0,Odisha,East,Rural,Tier-4 (Emerging),40579432.65063071,19734082.824745353,19.734082824745354,265497045.00090438,26.54970450009044,54065.98034176809,0.076,0.4688630319148937,0.5640525265957447,0.1962101063829787,718.0,20.96625809251514,1.628948825035655,713.4795853656169
2014.0,0.0,Assam,Northeast,Rural,Tier-4 (Emerging),31082118.626015015,18098783.688092325,18.098783688092325,243496170.05122137,24.349617005122138,49585.708734499516,0.091,0.4205512152777778,0.5237926793981482,0.0351707175925925,183.0,15.870688596434556,1.5837015393691563,693.6612742436905
2014.0,0.0,Haryana,North,Mixed,Tier-4 (Emerging),25901765.521679178,17402676.623165693,17.402676623165693,234130932.741559,23.4130932741559,47678.566090864915,0.105,0.6601371527777778,0.7234476273148148,0.8337905092592593,1669.0,33.84986007010441,1.020296695114452,446.88995246013
2014.0,0.0,Jharkhand,East,Rural,Tier-4 (Emerging),33672295.17818293,14220472.897786826,14.220472897786825,191318419.32595965,19.131841932595965,38960.19971996391,0.066,0.4545486111111111,0.5521238425925926,0.1484953703703704,478.0,15.139472088583814,1.1953665832594764,523.5705634676506
2014.0,0.0,Chhattisgarh,Central,Rural,Tier-4 (Emerging),25901765.521679178,10110126.41917245,10.11012641917245,136018922.8308105,13.60189228308105,27698.97649088343,0.061,0.4667621527777778,0.5623017939814815,0.1892071759259259,445.0,12.503386550951324,0.8368115271663487,366.5234488988607
2014.0,0.0,Uttarakhand,North,Mixed,Tier-5 (Small),10360706.208671672,5237376.964686057,5.237376964686057,70462261.66317394,7.046226166317394,14348.977985441252,0.079,0.5504947916666667,0.6320789930555556,0.4683159722222222,390.0,14.142192710128484,0.3832452676502549,167.86142723081167
2014.0,0.0,Himachal Pradesh,North,Rural,Tier-5 (Small),6475441.3804197945,3397665.4359513978,3.3976654359513976,45711277.34478057,4.571127734478057,9308.672427264104,0.082,0.702951388888889,0.7591261574074075,0.9765046296296298,485.0,22.993292088999933,0.17782734363456063,77.88837651193755
2014.0,0.0,Goa,West,Urban,Tier-5 (Small),1381427.4944895562,2333616.065277838,2.333616065277838,31395843.171439532,3.139584317143953,6393.468671994076,0.264,0.6452864583333334,0.7110720486111112,0.7842881944444445,84.0,17.96343892123403,0.14172195772491317,62.07421748351197
2014.0,0.0,Puducherry,South,Urban,Tier-5 (Small),1381427.4944895562,2324776.610485119,2.324776610485119,31276919.52306287,3.127691952306287,6369.250987630463,0.263,0.5356835937500001,0.619736328125,0.4189453125,47.0,10.477348359304504,0.1742830719141174,76.33598549838342
2014.0,0.0,Tripura,Northeast,Rural,Tier-5 (Small),3626247.173035085,2181135.470103434,2.181135470103434,29344410.236942064,2.9344410236942062,5975.713616721737,0.094,0.4427256944444445,0.5422714120370371,0.1090856481481481,41.0,4.034540628752206,0.18601079292668424,81.4727273018877
2014.0,0.0,Manipur,Northeast,Rural,Tier-5 (Small),2762854.9889791124,1502707.3147622442,1.5027073147622443,20217020.22403303,2.021702022403303,4117.006341814368,0.085,0.4245996093750001,0.5271663411458334,0.0486653645833333,19.0,2.2357054743582765,0.1308925292571869,57.330927814647865
2014.0,0.0,Chandigarh,North,Urban,Tier-5 (Small),1036070.6208671671,1359066.174380559,1.359066174380559,18284510.93791223,1.8284510937912228,3723.4689709056415,0.205,0.6334375000000001,0.7011979166666666,0.7447916666666667,60.0,16.2107790974374,0.08477594575976562,37.13186424277733
2014.0,0.0,Meghalaya,Northeast,Rural,Tier-5 (Small),3021872.644195904,1334205.2077760366,1.3342052077760367,17950038.17685286,1.795003817685286,3655.3567336329775,0.069,0.4804166666666667,0.5736805555555555,0.2347222222222222,62.0,5.855243477697547,0.10846355850434028,47.50703862490104
2014.0,0.0,Nagaland,Northeast,Rural,Tier-5 (Small),1985802.0233287371,953003.7198400261,0.9530037198400261,12821455.840609184,1.2821455840609184,2610.9690954521266,0.075,0.4253079710144928,0.5277566425120773,0.0510265700483091,14.0,1.8214774555411104,0.08294409852600391,36.32951515438972
2014.0,0.0,Mizoram,Northeast,Rural,Tier-5 (Small),1122409.8392727645,667931.3027748357,0.6679313027748357,8986168.18046174,0.898616818046174,1829.9487747255773,0.093,0.7100000000000001,0.765,1.0,86.0,20.684493104728272,0.03424456229999999,14.999118287399996
2014.0,0.0,Arunachal Pradesh,Northeast,Rural,Tier-5 (Small),1381427.4944895562,636440.7450757739,0.6364407450757739,8562502.683119873,0.8562502683119873,1743.6732741802027,0.072,0.4260807291666667,0.528400607638889,0.0536024305555555,10.0,1.6071924423969832,0.055343506632096355,24.2404559048582
2014.0,0.0,Sikkim,Northeast,Rural,Tier-5 (Small),604374.5288391808,553018.3904694875,0.5530183904694875,7440160.751565097,0.7440160751565097,1515.1188779985962,0.143,0.41,0.515,0.0,2.0,0.4605232547748404,0.048957608699999995,21.4434326106
2015.0,0.0,Maharashtra,West,Mixed,Tier-3 (Mid),110110962.1134902,104969460.54053314,104.96946054053313,1453185598.216283,145.3185598216283,287587.56312474835,0.118,0.5772771990740742,0.6543976658950618,0.557590663580247,4807.0,87.47099874188623,5.735826282487743,2512.291911729631
2015.0,0.0,West Bengal,East,Mixed,Tier-3 (Mid),86515755.94631372,95756039.36718126,95.75603936718126,1325636014.8377352,132.5636014837735,262345.3133347432,0.137,0.4521843434343435,0.5501536195286195,0.1406144781144781,1164.0,66.84133675648208,6.317130968899253,2766.9033643778725
2015.0,0.0,Tamil Nadu,South,Mixed,Tier-3 (Mid),68163928.92739868,82052399.13923031,82.05239913923032,1135924335.6517112,113.59243356517112,224801.09353213786,0.149,0.5422309027777779,0.6251924189814815,0.4407696759259259,2399.0,67.03248126437484,4.762937769385496,2086.166742990847
2015.0,0.0,Uttar Pradesh,North,Rural,Tier-3 (Mid),209735165.9304575,81332269.6682097,81.3322696682097,1125954942.9278708,112.59549429278708,222828.13607728685,0.048,0.4588233506944445,0.5556861255787038,0.1627445023148148,3158.0,57.86714121698451,5.321361053434642,2330.756141404373
2015.0,0.0,Kerala,South,Urban,Tier-3 (Mid),31460274.889568627,64811652.3918546,64.8116523918546,897245345.1456469,89.7245345145647,177566.17093658797,0.255,0.5136313657407408,0.6013594714506173,0.3454378858024691,890.0,52.009646869954,3.933595173780457,1722.91468611584
2015.0,0.0,Bihar,East,Rural,Tier-4 (Emerging),113606548.21233115,56904348.39633422,56.90434839633422,787777503.4721041,78.77775034721041,155902.32437351844,0.062,0.4343385416666667,0.5352821180555556,0.0811284722222222,1039.0,39.25344053749386,3.835382709550229,1679.8976267830003
2015.0,0.0,Karnataka,South,Mixed,Tier-3 (Mid),59424963.680296294,55209926.11157985,55.20992611157985,764320108.8277733,76.43201088277733,151260.07153857494,0.115,0.5516099877450981,0.633008323120915,0.4720332924836601,2226.0,48.86700994464744,3.1554661681489002,1382.0941816492184
2015.0,0.0,Gujarat,West,Mixed,Tier-3 (Mid),62920549.779137254,50324341.85720475,50.32434185720475,696684620.93662,69.668462093662,137874.90919782125,0.099,0.6470638020833335,0.7125531684027778,0.7902126736111112,3807.0,54.29064101942651,2.381737341599029,1043.2009556203743
2015.0,0.0,Andhra Pradesh,South,Mixed,Tier-4 (Emerging),46316515.8096427,45276375.467207365,45.276375467207366,626801132.725385,62.68011327253849,124044.86429371881,0.121,0.5198663522012579,0.6065552935010482,0.3662211740041928,1380.0,38.963381603502974,2.7222981934838946,1192.366608745946
