Year,Is_Forecast,State,Region,Tier,Market_Tier,State_Population,State_Demand,State_Demand_M,State_Revenue,State_Revenue_Cr,State_Patients,State_Prevalence,State_Diagnosis_Rate,State_Treatment_Rate,State_Healthcare_Score,State_Hospitals,State_Priority_Score,Treatment_Gap_M,Opportunity_Cr
2011.0,0.0,Andhra Pradesh,South,Mixed,Tier-4 (Emerging),44069508.916918516,18099275.516788755,18.099275516788754,223489854.0813075,22.34898540813075,49587.05621038015,0.121,0.5198663522012579,0.6065552935010482,0.3662211740041928,1380.0,38.963381603502974,2.7222981934838946,1192.366608745946
2011.0,0.0,Rajasthan,North,Rural,Tier-4 (Emerging),68183013.79598714,15737027.955966646,15.737027955966646,194320821.20027614,19.432082120027612,43115.14508484013,0.068,0.4663382876016261,0.561948573001355,0.18779429200542,1209.0,30.31618919874966,2.5511535794519737,1117.4052677999643
2011.0,0.0,Madhya Pradesh,Central,Rural,Tier-4 (Emerging),72340514.63720587,13995681.785085829,13.995681785085829,172818678.6822398,17.28186786822398,38344.3336577694,0.057,0.4454340277777778,0.5445283564814815,0.1181134259259259,899.0,25.6744560197042,2.328836134982521,1020.0302271223442
2011.0,0.0,Telangana,South,Mixed,Tier-4 (Emerging),32428506.561506078,12437783.752142217,12.437783752142217,153581753.77145207,15.358175377145207,34076.119868882786,0.113,0.5392534722222223,0.6227112268518519,0.4308449074074074,1175.0,30.647444026542694,1.814822437720899,794.8922277217538
2011.0,0.0,Punjab,North,Mixed,Tier-4 (Emerging),25776505.215556115,11461275.20250727,11.46127520250727,141523826.20055977,14.152382620055976,31400.753979471978,0.131,0.5800789650537636,0.6567324708781362,0.5669298835125449,1201.0,32.22555894507172,1.5586396216876537,682.6841542991922
2011.0,0.0,Delhi,North,Urban,Tier-4 (Emerging),17461503.533118658,10608946.930860583,10.608946930860583,130999276.70226647,13.099927670226647,29065.608029755025,0.179,0.5322135416666667,0.6168446180555556,0.4073784722222222,601.5,26.848598197312747,1.5654667629441257,685.674442169527
2011.0,0.0,Odisha,East,Rural,Tier-4 (Emerging),39080507.90745604,10081180.749410482,10.081180749410482,124482419.89372063,12.448241989372063,27619.67328605612,0.076,0.4688630319148937,0.5640525265957447,0.1962101063829787,718.0,20.96625809251514,1.628948825035655,713.4795853656169
2011.0,0.0,Assam,Northeast,Rural,Tier-4 (Emerging),29934006.056774843,9245786.152034922,9.245786152034922,114166967.4053272,11.41669674053272,25330.920964479243,0.091,0.4205512152777778,0.5237926793981482,0.0351707175925925,183.0,15.870688596434556,1.5837015393691563,693.6612742436905
2011.0,0.0,Haryana,North,Mixed,Tier-4 (Emerging),24945005.047312368,8890178.99234127,8.890178992341271,109775930.19743,10.977593019743,24356.65477353773,0.105,0.6601371527777778,0.7234476273148148,0.8337905092592593,1669.0,33.84986007010441,1.020296695114452,446.88995246013
2011.0,0.0,Jharkhand,East,Rural,Tier-4 (Emerging),32428506.561506078,7264546.262313154,7.264546262313154,89702617.2470428,8.970261724704281,19902.866472090835,0.066,0.4545486111111111,0.5521238425925926,0.1484953703703704,478.0,15.139472088583814,1.1953665832594764,523.5705634676506
2011.0,0.0,Chhattisgarh,Central,Rural,Tier-4 (Emerging),24945005.047312368,5164770.652693501,5.164770652693501,63774588.01945934,6.3774588019459335,14150.05658272192,0.061,0.4667621527777778,0.5623017939814815,0.1892071759259259,445.0,12.503386550951324,0.8368115271663487,366.5234488988607
2011.0,0.0,Uttarakhand,North,Mixed,Tier-5 (Small),9978002.018924948,2675520.5348379444,2.6755205348379443,33037327.564178932,3.3037327564178933,7330.1932461313545,0.079,0.5504947916666667,0.6320789930555556,0.4683159722222222,390.0,14.142192710128484,0.3832452676502549,167.86142723081167
2011.0,0.0,Himachal Pradesh,North,Rural,Tier-5 (Small),6236251.261828092,1735701.6127904388,1.7357016127904388,21432443.514736336,2.1432443514736335,4755.346884357366,0.082,0.702951388888889,0.7591261574074075,0.9765046296296298,485.0,22.993292088999933,0.17782734363456063,77.88837651193755
2011.0,0.0,Goa,West,Urban,Tier-5 (Small),1330400.269189993,1192130.6686872866,1.1921306686872866,14720429.496950613,1.4720429496950613,3266.1114210610594,0.264,0.6452864583333334,0.7110720486111112,0.7842881944444445,84.0,17.96343892123403,0.14172195772491317,62.07421748351197
2011.0,0.0,Puducherry,South,Urban,Tier-5 (Small),1330400.269189993,1187615.0222149864,1.1876150222149864,14664670.29431065,1.4664670294310649,3253.739786890374,0.263,0.5356835937500001,0.619736328125,0.4189453125,47.0,10.477348359304504,0.1742830719141174,76.33598549838342
2011.0,0.0,Tripura,Northeast,Rural,Tier-5 (Small),3492300.7066237316,1114235.767040106,1.114235767040106,13758583.251411228,1.3758583251411227,3052.700731616729,0.094,0.4427256944444445,0.5422714120370371,0.1090856481481481,41.0,4.034540628752206,0.18601079292668424,81.4727273018877
2011.0,0.0,Manipur,Northeast,Rural,Tier-5 (Small),2660800.538379986,767659.9002910558,0.7676599002910558,9479064.448793955,0.9479064448793955,2103.1778090165917,0.085,0.4245996093750001,0.5271663411458334,0.0486653645833333,19.0,2.2357054743582765,0.1308925292571869,57.330927814647865
2011.0,0.0,Chandigarh,North,Urban,Tier-5 (Small),997800.2018924947,694280.6451161755,0.6942806451161755,8572977.405894533,0.8572977405894533,1902.1387537429466,0.205,0.6334375000000001,0.7011979166666666,0.7447916666666667,60.0,16.2107790974374,0.08477594575976562,37.13186424277733
2011.0,0.0,Meghalaya,Northeast,Rural,Tier-5 (Small),2910250.5888531096,681580.3894128308,0.6815803894128308,8416154.648469634,0.8416154648469635,1867.3435326378928,0.069,0.4804166666666667,0.5736805555555555,0.2347222222222222,62.0,5.855243477697547,0.10846355850434028,47.50703862490104
2011.0,0.0,Nagaland,Northeast,Rural,Tier-5 (Small),1912450.386960615,486843.13529487915,0.48684313529487916,6011539.034621167,0.6011539034621167,1333.8168090270663,0.075,0.4253079710144928,0.5277566425120773,0.0510265700483091,14.0,1.8214774555411104,0.08294409852600391,36.32951515438972
2011.0,0.0,Mizoram,Northeast,Rural,Tier-5 (Small),1080950.2187168694,341213.53656319354,0.34121353656319353,4213304.749482313,0.42133047494823134,934.8316070224481,0.093,0.7100000000000001,0.765,1.0,86.0,20.684493104728272,0.03424456229999999,14.999118287399996
2011.0,0.0,Arunachal Pradesh,Northeast,Rural,Tier-5 (Small),1330400.269189993,325126.54600562365,0.32512654600562363,4014662.59007744,0.40146625900774396,890.7576602893798,0.072,0.4260807291666667,0.528400607638889,0.0536024305555555,10.0,1.6071924423969832,0.055343506632096355,24.2404559048582
2011.0,0.0,Sikkim,Northeast,Rural,Tier-5 (Small),582050.1177706219,282510.13242328924,0.28251013242328926,3488435.1151627754,0.3488435115162775,774.0003628035323,0.143,0.41,0.515,0.0,2.0,0.4605232547748404,0.048957608699999995,21.4434326106
2012.0,0.0,Maharashtra,West,Mixed,Tier-3 (Mid),106124873.14680569,56254783.666847914,56.25478366684791,714778456.7110667,71.47784567110668,154122.6949776655,0.118,0.5772771990740742,0.6543976658950618,0.557590663580247,4807.0,87.47099874188623,5.735826282487743,2512.291911729631
2012.0,0.0,West Bengal,East,Mixed,Tier-3 (Mid),83383828.90106162,51317166.456380025,51.31716645638002,652040638.1740783,65.20406381740783,140594.97659282197,0.137,0.4521843434343435,0.5501536195286195,0.1406144781144781,1164.0,66.84133675648208,6.317130968899253,2766.9033643778725
2012.0,0.0,Tamil Nadu,South,Mixed,Tier-3 (Mid),65696350.04326067,43973170.28356917,43.973170283569175,558727147.1546959,55.872714715469584,120474.43913306622,0.149,0.5422309027777779,0.6251924189814815,0.4407696759259259,2399.0,67.03248126437484,4.762937769385496,2086.166742990847
2012.0,0.0,Uttar Pradesh,North,Rural,Tier-3 (Mid),202142615.51772514,43587241.582061335,43.58724158206134,553823501.5678967,55.38235015678967,119417.10022482557,0.048,0.4588233506944445,0.5556861255787038,0.1627445023148148,3158.0,57.86714121698451,5.321361053434642,2330.756141404373
2012.0,0.0,Kerala,South,Urban,Tier-3 (Mid),30321392.32765877,34733583.13570513,34.733583135705125,441328102.81191766,44.132810281191766,95160.50174165786,0.255,0.5136313657407408,0.6013594714506173,0.3454378858024691,890.0,52.009646869954,3.933595173780457,1722.91468611584
